user,target,sentiment label,full_text,cleaning_cleaned        ,case_folding
canoonim,,1,tanda inflasi dan pajak naik adalah = harga membership juga naik . ga tau deh taun depan tiket termurah minimal 2 jt kali ya,tanda inflasi dan pajak naik adalah harga membership juga naik ga tahu deh taun depan tiket termurah minimal jt kali ya,tanda inflasi dan pajak naik adalah harga membership juga naik ga tahu deh taun depan tiket termurah minimal jt kali ya
loncengsalju_,shuajagiya,1,@shuajagiya Mana harganya naik belum sama pajak,Mana harganya naik belum sama pajak,mana harganya naik belum sama pajak
Jido0_,fallindeer_,1,@fallindeer_ Jangan lupa pajak konser naik,Jangan lupa pajak konser naik,jangan lupa pajak konser naik
Irenetarigan,yusuf_dumdum,0,@yusuf_dumdum 10 tahun hidup di masa pak jokowi : 1. gampang cari kerja 2. koruptor sudah tobat 3. kasus honorer selesai 4. pajak tambah murah 5. index demokrasi naik 6. pertambangan mineral hasilnya untuk rakyat 7. dll,tahun hidup di masa pak jokowi gampang cari kerja koruptor sudah tobat kasus honorer selesai pajak tambah murah index demokrasi naik pertambangan mineral hasilnya untuk rakyat dll,tahun hidup di masa pak jokowi gampang cari kerja koruptor sudah tobat kasus honorer selesai pajak tambah murah index demokrasi naik pertambangan mineral hasilnya untuk rakyat dll
PilahPilihPilah,Mahatmagandi69,1,@Mahatmagandi69 @shebriana @t_yudehis gua juga bingung akhirnya wkwkww ini udah mau akhir tahun jangan2 pajak bonus tahunan lebuh gede dr kmrin ini juga serem loh wkwkwkwk thn dpn pajak naik 12% sudah pasti tapera 2027? pajak bonus nih masih ngeri2 sedap,gua juga bingung akhirnya wkwkww ini udah mau akhir tahun jangan pajak bonus tahunan lebuh gede dr kmrin ini juga serem loh wkwkwkwk thn dpn pajak naik sudah pasti tapera pajak bonus nih masih ngeri sedap,gua juga bingung akhirnya wkwkww ini udah mau akhir tahun jangan pajak bonus tahunan lebuh gede dr kmrin ini juga serem loh wkwkwkwk thn dpn pajak naik sudah pasti tapera pajak bonus nih masih ngeri sedap
Dinoxxx721,,1,Baru tahu ada negara yg rakyatnya bahagia di dunia klu di negaranya banyak koruptor dan mafia pajak naik di pungut cukai harga pangan naik buat memenuhi kebutuhan hidup se hari susah dll https://t.co/ky8qpTgIL3,Baru tahu ada negara yang rakyatnya bahagia di dunia klu di negaranya banyak koruptor dan mafia pajak naik di pungut cukai harga pangan naik buat memenuhi kebutuhan hidup se hari susah dll,baru tahu ada negara yang rakyatnya bahagia di dunia klu di negaranya banyak koruptor dan mafia pajak naik di pungut cukai harga pangan naik buat memenuhi kebutuhan hidup se hari susah dll
JinNonik,EEnesje23201,1,@EEnesje23201 Betul...skrg saja isi APBN sudah minus mau gk mau rejim yg akan dtg pasti akan berhutang dan hutang lagi. Akibatnya beban rakyat pasti makin berat berupa berbagai macam pajak yg semakin naik juga harga2 sembako yg semakin mahal...,Betulskrg saja isi APBN sudah minus mau gk mau rejim yang akan dtg pasti akan berhutang dan hutang lagi Akibatnya beban rakyat pasti makin berat berupa berbagai macam pajak yang semakin naik juga harga sembako yang semakin mahal,betulskrg saja isi apbn sudah minus mau gk mau rejim yang akan dtg pasti akan berhutang dan hutang lagi akibatnya beban rakyat pasti makin berat berupa berbagai macam pajak yang semakin naik juga harga sembako yang semakin mahal
nanahana0208,,0,#NAME?,pajak naik,pajak naik
Suharto91638148,VIVAcoid,1,@VIVAcoid Klo naik ya nggak nambah utang dong..kan menambah beban pajak rakyat..goblok banget sih..,Klo naik ya nggak nambah utang dongkan menambah beban pajak rakyatgoblok banget sih,klo naik ya nggak nambah utang dongkan menambah beban pajak rakyatgoblok banget sih
aascorbicacid,TELENOVELlZED,2,@TELENOVELlZED harusnya si daniel nanya kamu masih cinta sama aku gak seandainya pajak penghasilanku udah gak 25%? terus andin jawab dengan santai masih soalnya pajak penghasilan lu kan naik jadi 35%.,harusnya si daniel nanya kamu masih cinta sama aku tidak seandainya pajak penghasilanku udah tidak terus andin jawab dengan santai masih soalnya pajak penghasilan lu kan naik jadi,harusnya si daniel nanya kamu masih cinta sama aku tidak seandainya pajak penghasilanku udah tidak terus andin jawab dengan santai masih soalnya pajak penghasilan lu kan naik jadi
txt_RJ,Massthoms,1,@Massthoms @KangManto123 lah wajar kalau rakyat menanyakan sebab utang negara semakin membengkak dan pajak naik jadi menurut lu kita sebagai rakyat diam aja pekok lu,lah wajar kalau rakyat menanyakan sebab utang negara semakin membengkak dan pajak naik jadi menurut lu kita sebagai rakyat diam aja pekok lu,lah wajar kalau rakyat menanyakan sebab utang negara semakin membengkak dan pajak naik jadi menurut lu kita sebagai rakyat diam aja pekok lu
IwanGun96636740,VIVAcoid,1,@VIVAcoid yang naik itu hutang kian meroket harga pangan tinggi tinggi sekali pendapatan rakyat makin rendah terus pajak dinaikkan lagi buat bayar hutang yg segunung itu dimasud ekonomi meroket ya meroket kebawah https://t.co/v0WigtrLWn,yang naik itu hutang kian meroket harga pangan tinggi tinggi sekali pendapatan rakyat makin rendah terus pajak dinaikkan lagi buat bayar hutang yang segunung itu dimasud ekonomi meroket ya meroket kebawah,yang naik itu hutang kian meroket harga pangan tinggi tinggi sekali pendapatan rakyat makin rendah terus pajak dinaikkan lagi buat bayar hutang yang segunung itu dimasud ekonomi meroket ya meroket kebawah
Jakaria_hutama,CakKhum,1,@CakKhum Menuju Indonesia cemas tahun besok dipotong lagi tapera pajak penghasilan naik jadi 12% phk makin banyak.. pemerintah engga pernah mikir ujung ujung nya rakyat yg terus dipalak... Ancur ini Indonesia lama lama..,Menuju Indonesia cemas tahun besok dipotong lagi tapera pajak penghasilan naik jadi phk makin banyak pemerintah engga pernah mikir ujung ujung nya rakyat yang terus dipalak Ancur ini Indonesia lama lama,menuju indonesia cemas tahun besok dipotong lagi tapera pajak penghasilan naik jadi phk makin banyak pemerintah engga pernah mikir ujung ujung nya rakyat yang terus dipalak ancur ini indonesia lama lama
Whyd801,RickyKardjono,1,@RickyKardjono Hasil pajak yg masuk ke negara makin naik dong...kalau gak dimaling...,Hasil pajak yang masuk ke negara makin naik dongkalau tidak dimaling,hasil pajak yang masuk ke negara makin naik dongkalau tidak dimaling
Sigmahalim,Kaum__Jelata,1,@Kaum__Jelata @BANGSAygSUJUD @prabowo @99propaganda @Alie_Fahnoor @are_inismyname @Kimberley_PS08 @gtobing2903 @florieliciouss @Ndons_Back @satriamadang88 @hasanudinsajid @bitCarli77 Menciumi foto adalah tindakan tidak berotak. Emang kalo sdh mencium foto,Menciumi foto adalah tindakan tidak berotak Emang kalau sdh mencium foto pajak yang mrk bayar tidak naik,menciumi foto adalah tindakan tidak berotak emang kalau sdh mencium foto pajak yang mrk bayar tidak naik
DesemberKedua,,1,Pajak naik segalanya tambah mahal,Pajak naik segalanya tambah mahal,pajak naik segalanya tambah mahal
Alfa_Bimas,bank_indonesia,0,@bank_indonesia Optimis rupiah dibawah 10 rb seperti kata jokowi dl Oya optimis menghadapi pajak yg naik jd 12% Mantap Bank Indonesia,Optimis rupiah dibawah rb seperti kata jokowi dl Oya optimis menghadapi pajak yang naik jd Mantap Bank Indonesia,optimis rupiah dibawah rb seperti kata jokowi dl oya optimis menghadapi pajak yang naik jd mantap bank indonesia
bandargelut,ariel_heryanto,1,@ariel_heryanto Kenaikan pajak saya rasa tidak mungkin diusung di dialog ketika pilpres tidak baik untuk popularitas. Tapi pun kalau kita pragmatis bahwa pajak perlu naik saya rasa pemerintah belum bisa meyakinkan kita pajaknya akan dibelanjakan secara bi,Kenaikan pajak saya rasa tidak mungkin diusung di dialog ketika pilpres tidak baik untuk popularitas Tapi pun kalau kita pragmatis bahwa pajak perlu naik saya rasa pemerintah belum bisa meyakinkan kita pajaknya akan dibelanjakan secara bijak dan amanah,kenaikan pajak saya rasa tidak mungkin diusung di dialog ketika pilpres tidak baik untuk popularitas tapi pun kalau kita pragmatis bahwa pajak perlu naik saya rasa pemerintah belum bisa meyakinkan kita pajaknya akan dibelanjakan secara bijak dan amanah
Indi14D49107,TOM5helby,1,@TOM5helby Ppn naik jadi 12% pajak kendaraan bermotor naik 66%... bangsat,Ppn naik jadi pajak kendaraan bermotor naik bangsat,ppn naik jadi pajak kendaraan bermotor naik bangsat
kedondong2288,sungjaehwanie,1,@sungjaehwanie @Roestandy_ @txtdariotomotif Beli sekarang pajak tahun depan juga naik hehe. Pajak naik berlaku untuk motor lama dan baru.,Beli sekarang pajak tahun depan juga naik hehe Pajak naik berlaku untuk motor lama dan baru,beli sekarang pajak tahun depan juga naik hehe pajak naik berlaku untuk motor lama dan baru
aloaloe_hahaha,,2,Kalau Pajak naik skinker juga naik kan ya harganya. Semoga produk LOKAL yg berkualitas ttp stay dan makin kuat di pasar INDO. Dan konsumen Indo makin cerdas bijak dan selektif,Kalau Pajak naik skinker juga naik kan ya harganya Semoga produk LOKAL yang berkualitas ttp stay dan makin kuat di pasar INDO Dan konsumen Indo makin cerdas bijak dan selektif,kalau pajak naik skinker juga naik kan ya harganya semoga produk lokal yang berkualitas ttp stay dan makin kuat di pasar indo dan konsumen indo makin cerdas bijak dan selektif
sandi_wahyudi,txtdrimedia,1,@txtdrimedia Pajak naik apa lagi,Pajak naik apa lagi,pajak naik apa lagi
gtauakukls4__,susipudjiastuti,1,@susipudjiastuti @prabowo Pajak naik segala bahan pokok naik gaji segitu gitu aja daya beli masyarakat makin menurun tamatlahhhhhhh,Pajak naik segala bahan pokok naik gaji segitu gitu aja daya beli masyarakat makin menurun tamatlahhhhhhh,pajak naik segala bahan pokok naik gaji segitu gitu aja daya beli masyarakat makin menurun tamatlahhhhhhh
agent_pin,kompascom,1,@kompascom Kenaikan upah di Indonesia hampir bisa dikatakan tidak berarti krn pasti diikuti kenaikan harga aplg per 1 Jan 2025 semua naik akibat PPN dan Opsen pajak kendaraan bermotor. Selamat deh,Kenaikan upah di Indonesia hampir bisa dikatakan tidak berarti krn pasti diikuti kenaikan harga aplg per Jan semua naik akibat PPN dan Opsen pajak kendaraan bermotor Selamat deh,kenaikan upah di indonesia hampir bisa dikatakan tidak berarti krn pasti diikuti kenaikan harga aplg per jan semua naik akibat ppn dan opsen pajak kendaraan bermotor selamat deh
Fullsun06062000,avin_1485,1,@avin_1485 Emang vinn malah pajak hiburan (karaoke bar club etc) tuh tadinya 25% pas awal tahun ini naik jadi paling kecil 40% dan paling gede 75% orgil banget kann,Emang vinn malah pajak hiburan karaoke bar club etc tuh tadinya pas awal tahun ini naik jadi paling kecil dan paling gede orgil banget kann,emang vinn malah pajak hiburan karaoke bar club etc tuh tadinya pas awal tahun ini naik jadi paling kecil dan paling gede orgil banget kann
sugondese6666,,1,great.....terus gimana kasus barang bukti palsu pak? kok lelihatannya bapak silent dan malas menanggapi ya? ini kita bayar pajak yg makin hari makin naik buat gaji bapak kerja lho ya....... https://t.co/hnEK9K0cPB,greatterus gimana kasus barang bukti palsu pak kok lelihatannya bapak silent dan malas menanggapi ya ini kita bayar pajak yang makin hari makin naik buat gaji bapak kerja lho ya,greatterus gimana kasus barang bukti palsu pak kok lelihatannya bapak silent dan malas menanggapi ya ini kita bayar pajak yang makin hari makin naik buat gaji bapak kerja lho ya
CImtgr,,1,LAWAK...!!! Emang lawak mas semua yang berhubungan dengan hukum dan politik itu emang gajinya lawak semua kita bayar pajak yang terus naik hanya untuk merendahkan kita dan membuat hidupnya sejahtera dan kaya raya... Sayangnya para pemuka agama juga berpihak dan meniru mereka. https://t.co/K4AA6bde3B,LAWAK Emang lawak mas semua yang berhubungan dengan hukum dan politik itu emang gajinya lawak semua kita bayar pajak yang terus naik hanya untuk merendahkan kita dan membuat hidupnya sejahtera dan kaya raya Sayangnya para pemuka agama juga berpihak dan meniru mereka,lawak emang lawak mas semua yang berhubungan dengan hukum dan politik itu emang gajinya lawak semua kita bayar pajak yang terus naik hanya untuk merendahkan kita dan membuat hidupnya sejahtera dan kaya raya sayangnya para pemuka agama juga berpihak dan meniru mereka
lentera,,1,Pajak naik = harga naik ... Harga naik daya beli naik? Keknya ada yg salah deh,Pajak naik harga naik Harga naik daya beli naik Keknya ada yang salah deh,pajak naik harga naik harga naik daya beli naik keknya ada yang salah deh
DioDjent,,1,Selalu sama dari dulu utopis tapi no plan. Skrng bbm malah naik harga2 naik angkutan umum contoh kereta aja malah subsidi silang yg dapet pengampunan pajak malah mobil listrik wkwk memang pembohongan publik,Selalu sama dari dulu utopis tapi no plan Skrng bbm malah naik harga naik angkutan umum contoh kereta aja malah subsidi silang yang dapet pengampunan pajak malah mobil listrik wkwk memang pembohongan publik,selalu sama dari dulu utopis tapi no plan skrng bbm malah naik harga naik angkutan umum contoh kereta aja malah subsidi silang yang dapet pengampunan pajak malah mobil listrik wkwk memang pembohongan publik
Caturpamuji31,gilang_ahm31272,1,@gilang_ahm31272 Luar biasa cara bagi2nya buat melanggengkan politik dinastinya mantaff meski hukum timpang meski pajak naik terus meski banyak uang yg semestinya sampai ke kas negara tapi bocor .masa bodoh dengan rakyat yang penting bbrpa bisnis besar sd,Luar biasa cara baginya buat melanggengkan politik dinastinya mantaff meski hukum timpang meski pajak naik terus meski banyak uang yang semestinya sampai ke kas negara tapi bocor masa bodoh dengan rakyat yang penting bbrpa bisnis besar sdh di cengkeram keluarga backing aman,luar biasa cara baginya buat melanggengkan politik dinastinya mantaff meski hukum timpang meski pajak naik terus meski banyak uang yang semestinya sampai ke kas negara tapi bocor masa bodoh dengan rakyat yang penting bbrpa bisnis besar sdh di cengkeram keluarga backing aman
rizahariati,rizahariati,1,@akademimem96790 @NarasiNewsroom @NajwaShihab @jokowi Juga saat wartawan luar negri dan investor google nama jokowi semua bersih. Approval rating 100% Utang lu naik 400% pajak pun naik karena banyak investasi itu semua scam tolol,Juga saat wartawan luar negri dan investor google nama jokowi semua bersih Approval rating Utang lu naik pajak pun naik karena banyak investasi itu semua scam tolol,juga saat wartawan luar negri dan investor google nama jokowi semua bersih approval rating utang lu naik pajak pun naik karena banyak investasi itu semua scam tolol
Indi14D49107,Boediantar4,1,@Boediantar4 Skrg pajak kendaraan bermotor naik jadi 66%.. sinting banget.. polri bener2 ga punya perasaan.. justru penghisap darah rakyat,Skrg pajak kendaraan bermotor naik jadi sinting banget polri bener ga punya perasaan justru penghisap darah rakyat,skrg pajak kendaraan bermotor naik jadi sinting banget polri bener ga punya perasaan justru penghisap darah rakyat
renianggrra,txtdrimedia,1,@txtdrimedia Gebrakannya semua harga naik dan pajak naik hehehe,Gebrakannya semua harga naik dan pajak naik hehehe,gebrakannya semua harga naik dan pajak naik hehehe
muhamadrdani,susipudjiastuti,1,@susipudjiastuti @prabowo Bilangnya beda negara beda kebijakan laaah kmren malah mau niru negara2 skandinavia yg pajaknya tinggi2 itu. Kan itu beda negara jugaa. Hadeehhh mau gimana lagi hasil oke gas oke gas pajak naik ttp di gas,Bilangnya beda negara beda kebijakan laaah kmren malah mau niru negara skandinavia yang pajaknya tinggi itu Kan itu beda negara jugaa Hadeehhh mau gimana lagi hasil oke gas oke gas pajak naik ttp di gas,bilangnya beda negara beda kebijakan laaah kmren malah mau niru negara skandinavia yang pajaknya tinggi itu kan itu beda negara jugaa hadeehhh mau gimana lagi hasil oke gas oke gas pajak naik ttp di gas
pliatinum,worksfess,1,@worksfess Jauuuh. Beli sepeda aja ato naik angkutan umum,Jauuuh Beli sepeda aja ato naik angkutan umum,jauuuh beli sepeda aja ato naik angkutan umum
GaMauntuk2024,puanmaharani_ri,1,@puanmaharani_ri Bersyukur atas kemiskinan yg masih banyak di Indonesia dan syukur atas pejabat yg korup serta pajak yg akan naik 12% gitu.,Bersyukur atas kemiskinan yang masih banyak di Indonesia dan syukur atas pejabat yang korup serta pajak yang akan naik gitu,bersyukur atas kemiskinan yang masih banyak di indonesia dan syukur atas pejabat yang korup serta pajak yang akan naik gitu
dioxcyde_,,1,Kodong naik umr brapa pajak naik berapa nda fair,Kodong naik umr brapa pajak naik berapa nda fair,kodong naik umr brapa pajak naik berapa nda fair
ridwanibnuhasan,,0,Gua bingung sih kalau pajak turun APBN akan banyak dapat duitnya dari mana. Secara gitu ya Vietnam itu sudah jadi negara manufaktur. Jadi walaupun PPN turun sedangkan volumenya naik tetap bisa lebih cuan pajaknya.,Gua bingung sih kalau pajak turun APBN akan banyak dapat duitnya dari mana Secara gitu ya Vietnam itu sudah jadi negara manufaktur Jadi walaupun PPN turun sedangkan volumenya naik tetap bisa lebih cuan pajaknya,gua bingung sih kalau pajak turun apbn akan banyak dapat duitnya dari mana secara gitu ya vietnam itu sudah jadi negara manufaktur jadi walaupun ppn turun sedangkan volumenya naik tetap bisa lebih cuan pajaknya
arulZaenal,Tan_Mar3M,1,@Tan_Mar3M Selama Ibu Jadi menteri perasaan pajak naik terus ya,Selama Ibu Jadi menteri perasaan pajak naik terus ya,selama ibu jadi menteri perasaan pajak naik terus ya
0xbubufafa,RickyKardjono,1,@RickyKardjono Bukan solusi sih lebih ke pendapatan pajak biar naik akan ada org kaya baru dari hasil roko ilegal yg tampa cukai siap aja,Bukan solusi sih lebih ke pendapatan pajak biar naik akan ada org kaya baru dari hasil roko ilegal yang tampa cukai siap aja,bukan solusi sih lebih ke pendapatan pajak biar naik akan ada org kaya baru dari hasil roko ilegal yang tampa cukai siap aja
joko_win1,txtdrimedia,1,@txtdrimedia Pajak ranmor naik...,Pajak ranmor naik,pajak ranmor naik
rudeyrn,kegblgnunfaedh,1,@kegblgnunfaedh Wkwkwk tenang pajak 2025 akan naik seluruh infrastruktur di indonesia bakal kebagian rapih kok,Wkwkwk tenang pajak akan naik seluruh infrastruktur di indonesia bakal kebagian rapih kok,wkwkwk tenang pajak akan naik seluruh infrastruktur di indonesia bakal kebagian rapih kok
gojoeu,,1,Pajak naik terus gaji ga naikÂ² lu pada mau kurangin populasi manusia di Indon kah?,Pajak naik terus gaji ga naik lu pada mau kurangin populasi manusia di Indon kah,pajak naik terus gaji ga naik lu pada mau kurangin populasi manusia di indon kah
AAGunawan79,MyYunieyusuf519,0,@MyYunieyusuf519 Keren pak wapres dari pajak Pi network aja nanti dah bisa bantu negara bulan depan pajak naik 2%jadi 12 %,Keren pak wapres dari pajak Pi network aja nanti dah bisa bantu negara bulan depan pajak naik jadi,keren pak wapres dari pajak pi network aja nanti dah bisa bantu negara bulan depan pajak naik jadi
dionduren,,1,orang indonesia uangnya pada banyak ya pajak naik dan ada tambahan pajak pada diem2 aja,orang indonesia uangnya pada banyak ya pajak naik dan ada tambahan pajak pada diem aja,orang indonesia uangnya pada banyak ya pajak naik dan ada tambahan pajak pada diem aja
qkicil,vuirtal,1,@vuirtal Iya katanya mau naik semua terus ada pajak apa lagi tuh yaa,Iya katanya mau naik semua terus ada pajak apa lagi tuh yaa,iya katanya mau naik semua terus ada pajak apa lagi tuh yaa
AndiCyberguard,,1,Pantes Vietnam menang 0-1 di football AFF ... Hatinya lagi semangat karena pajak mereka turun sedang pajak kita naik wkwkwkw.. Banyak Fikiran :),Pantes Vietnam menang di football AFF Hatinya lagi semangat karena pajak mereka turun sedang pajak kita naik wkwkwkw Banyak Fikiran,pantes vietnam menang di football aff hatinya lagi semangat karena pajak mereka turun sedang pajak kita naik wkwkwkw banyak fikiran
feroferraferri,Dennysiregar7,1,@Dennysiregar7 2 Minggu lagi pajak naik bang,Minggu lagi pajak naik bang,minggu lagi pajak naik bang
wonrunpit,,1,Ppn 12% tapera pph tier pbb naik pajak kendaraan juga.,Ppn tapera pph tier pbb naik pajak kendaraan juga,ppn tapera pph tier pbb naik pajak kendaraan juga
THEGAMEA0806,ekagumilars,1,@ekagumilars @prabowo ga usah aneh2 duit rakyat ko bkn duit pribadi. yg penting pemerintah kerja benar utang berkurang pajak tidak naik stop import. selesai,ga usah aneh duit rakyat ko bkn duit pribadi yang penting pemerintah kerja benar utang berkurang pajak tidak naik stop import selesai,ga usah aneh duit rakyat ko bkn duit pribadi yang penting pemerintah kerja benar utang berkurang pajak tidak naik stop import selesai
M4s_B4y,sujumma,1,@sujumma @zuzuzumipaaaan Tahu gak Ikn mangkrak karna ada orang bilang pajak kendaraan naik dan gak mau bayar pajak padahal uang penbangunan juga sebagian dari pajak gimana gk mangkrak kalau cuma ngandelin investor.,Tahu tidak Ikn mangkrak karna ada orang bilang pajak kendaraan naik dan tidak mau bayar pajak padahal uang penbangunan juga sebagian dari pajak gimana gk mangkrak kalau cuma ngandelin investor,tahu tidak ikn mangkrak karna ada orang bilang pajak kendaraan naik dan tidak mau bayar pajak padahal uang penbangunan juga sebagian dari pajak gimana gk mangkrak kalau cuma ngandelin investor
Menik407,,1,Bayangkan mayoritas warga yg pajaknua gak seberapa itu yang bakal naik itu ya 12% plus lain2 itu GAK BAYAR PAJAK tahun depan bayangin aja dulu efeknya,Bayangkan mayoritas warga yang pajaknua tidak seberapa itu yang bakal naik itu ya plus lain itu GAK BAYAR PAJAK tahun depan bayangin aja dulu efeknya,bayangkan mayoritas warga yang pajaknua tidak seberapa itu yang bakal naik itu ya plus lain itu gak bayar pajak tahun depan bayangin aja dulu efeknya
Saipeach1,,1,Bener naik anjing aja naik anjing naik anjing juga enak gak bayar pajak,Bener naik anjing aja naik anjing naik anjing juga enak tidak bayar pajak,bener naik anjing aja naik anjing naik anjing juga enak tidak bayar pajak
ranqueenie04,txtdrimedia,1,@txtdrimedia PPN naik 12% muncul pajak ini itu rupiah tambah nyungsep. Dahlah...,PPN naik muncul pajak ini itu rupiah tambah nyungsep Dahlah,ppn naik muncul pajak ini itu rupiah tambah nyungsep dahlah
cadnots,,1,Ini seperti nya harus haul buku dari sekarang sebelum pajak naik.,Ini seperti nya harus haul buku dari sekarang sebelum pajak naik,ini seperti nya harus haul buku dari sekarang sebelum pajak naik
farrrellllll,,1,rokok naik pajak naik harga pangan naik pengeluaran naik melambung jauh terbang tinggi keren pemerintah,rokok naik pajak naik harga pangan naik pengeluaran naik melambung jauh terbang tinggi keren pemerintah,rokok naik pajak naik harga pangan naik pengeluaran naik melambung jauh terbang tinggi keren pemerintah
HrdMzn,alisyarief,1,@alisyarief Harusnya background videonya... Mobil gaib esmeka Kerusakan lingkungan Penderitaan pemilik tanah akibat PSN Penggsuran tanah rempang Pajak naik Hutang naik Pengangguran meningkat Wanted ijazah Duit dikantong 11.000 T Korban judol Korban pinjol,Harusnya background videonya Mobil gaib esmeka Kerusakan lingkungan Penderitaan pemilik tanah akibat PSN Penggsuran tanah rempang Pajak naik Hutang naik Pengangguran meningkat Wanted ijazah Duit dikantong T Korban judol Korban pinjol Dll,harusnya background videonya mobil gaib esmeka kerusakan lingkungan penderitaan pemilik tanah akibat psn penggsuran tanah rempang pajak naik hutang naik pengangguran meningkat wanted ijazah duit dikantong t korban judol korban pinjol dll
fmaulana179,S4N_W1B1,1,@S4N_W1B1 Siap siap warga jateng mulai 5 Januari daoat dado baru klu beli kendaraan baru pejabat baru pajak baru ini seharusnya berlaku bagi penerima bansos pilkada PPN NAIK 12% PAJAK ANEH ROSEN2 66% joget gemoy yok https://t.co/tbVAKbDgYX,Siap siap warga jateng mulai Januari daoat dado baru klu beli kendaraan baru pejabat baru pajak baru ini seharusnya berlaku bagi penerima bansos pilkada PPN NAIK PAJAK ANEH ROSEN joget gemoy yok,siap siap warga jateng mulai januari daoat dado baru klu beli kendaraan baru pejabat baru pajak baru ini seharusnya berlaku bagi penerima bansos pilkada ppn naik pajak aneh rosen joget gemoy yok
clearnightskies,,1,Sementara negara ini... pajak naik woi,Sementara negara ini pajak naik woi,sementara negara ini pajak naik woi
Izha93045756,SiaranBolaLive,1,@SiaranBolaLive Wajar lh menang Vietnam wong mereka pajak turun ke 8% .. lah indo naik JD 12%,Wajar lh menang Vietnam wong mereka pajak turun ke lah indo naik JD,wajar lh menang vietnam wong mereka pajak turun ke lah indo naik jd
Aliasefor,ARSIPAJA,1,@ARSIPAJA Pajak naik otomatis semua barang ikut naik ekonomi lagi lesu pejabat banyak yg akan dibebaskan. Akankah kriminalitas meningkat?,Pajak naik otomatis semua barang ikut naik ekonomi lagi lesu pejabat banyak yang akan dibebaskan Akankah kriminalitas meningkat,pajak naik otomatis semua barang ikut naik ekonomi lagi lesu pejabat banyak yang akan dibebaskan akankah kriminalitas meningkat
ko_setan,txtdrimedia,1,@txtdrimedia Gebrakan kita.. Pajak naik..,Gebrakan kita Pajak naik,gebrakan kita pajak naik
hii_dudeew,txtdrimedia,1,@txtdrimedia Gebrakan kita tahun depan kan pajak naik,Gebrakan kita tahun depan kan pajak naik,gebrakan kita tahun depan kan pajak naik
sabarinpastiwin,txtdrimedia,1,@txtdrimedia PPN 12% Pajak kendaraan ada bayar opsen 66% Cukai rokok naik,PPN Pajak kendaraan ada bayar opsen Cukai rokok naik,ppn pajak kendaraan ada bayar opsen cukai rokok naik
nanov_1308,,1,Gw kira ini kali anjir.. Yaallah gitu banget ya negara dzolim sama yg gak punya harta berlimpah.. Pdhl kebanyakan yg bayar pajak itu malah rakyat2 biasa yg taat hukum gw aja diomelin bapak gw gara2 ngmong pajak naik terosss tpi imbal baliknya gak keliatan,Gw kira ini kali anjir Yaallah gitu banget ya negara dzolim sama yang tidak punya harta berlimpah Pdhl kebanyakan yang bayar pajak itu malah rakyat biasa yang taat hukum gw aja diomelin bapak gw gara ngmong pajak naik terosss tpi imbal baliknya tidak keliatan,gw kira ini kali anjir yaallah gitu banget ya negara dzolim sama yang tidak punya harta berlimpah pdhl kebanyakan yang bayar pajak itu malah rakyat biasa yang taat hukum gw aja diomelin bapak gw gara ngmong pajak naik terosss tpi imbal baliknya tidak keliatan
indiabcd_ef,NarasiNewsroom,1,@NarasiNewsroom Dan gasemua orang punya gaji ump tapi tetep nanggung pajak dan mahalnya harga2 yg ikut naik Emang negara ini niatnya mau matiin rakyatnya sendiri biar nanti yg idup cuma presiden dan pejabatnya aja itukan yg mereka mau menguasai Indonesia,Dan gasemua orang punya gaji ump tapi tetep nanggung pajak dan mahalnya harga yang ikut naik Emang negara ini niatnya mau matiin rakyatnya sendiri biar nanti yang idup cuma presiden dan pejabatnya aja itukan yang mereka mau menguasai Indonesia dengan kekayaannya,dan gasemua orang punya gaji ump tapi tetep nanggung pajak dan mahalnya harga yang ikut naik emang negara ini niatnya mau matiin rakyatnya sendiri biar nanti yang idup cuma presiden dan pejabatnya aja itukan yang mereka mau menguasai indonesia dengan kekayaannya
MPincux,txtdrimedia,1,@txtdrimedia Pajak naik 12% Kolom pajak motor nambah UMR naik 6.5% pengeluaran buat bayar pajak naik 20% Menyala presiden ku,Pajak naik Kolom pajak motor nambah UMR naik pengeluaran buat bayar pajak naik Menyala presiden ku,pajak naik kolom pajak motor nambah umr naik pengeluaran buat bayar pajak naik menyala presiden ku
Menyoutrust_,hrdbacot,1,@hrdbacot Belum ada satu tahun pajak udak naik 12%,Belum ada satu tahun pajak udak naik,belum ada satu tahun pajak udak naik
wannasober,rotibalegulaa,1,@rotibalegulaa @phi3chan @LindangSyi34548 @18fesss Kok susah klimaks mikirin apa sih? Pajak melejit? Harga selangit? Kan wajar upah naik ya persaingan makin ngejepit... Gk sah dibebankan ke klimaks dong https://t.co/IT5wW8Effj,Kok susah klimaks mikirin apa sih Pajak melejit Harga selangit Kan wajar upah naik ya persaingan makin ngejepit Gk sah dibebankan ke klimaks dong,kok susah klimaks mikirin apa sih pajak melejit harga selangit kan wajar upah naik ya persaingan makin ngejepit gk sah dibebankan ke klimaks dong
HimawanEko1,txtdrimedia,1,@txtdrimedia PPN naik.... pajak kendaraan naik dan harga2 kebutuhan ikut menyusul.,PPN naik pajak kendaraan naik dan harga kebutuhan ikut menyusul,ppn naik pajak kendaraan naik dan harga kebutuhan ikut menyusul
JadeHazel112,,1,pajak naik jadi 12 persen,pajak naik jadi persen,pajak naik jadi persen
